Domain Name,Domain Level,Domain Description,Category Name,Category Level,Category Description,Tool Name,Date Added,Description,Icon URL,Website URL,OSS,Popular,Verified,Tags,Keywords,Social URLs
"Product",1,"Product related","Nocode",3,"Build applications with no code & fast prototyping","Plasmic","12/03/2025","Visual builder for React applications with code export.","https://www.plasmic.app/favicon.ico","https://www.plasmic.app/",false,false,false,"GA;Nocode;Product","",""
"Product",1,"Product related","Nocode",3,"Build applications with no code & fast prototyping","Uxtly","12/03/2025","Convert wireframes and sketches into React components with AI. Uxtly is a UI drafting software. With it, you can spec out requirements without graphic design concerns, so you can communicate exactly what you are trying to achieve to designers, developers, and AI.","https://uidrafter.com/favicon.ico","https://uidrafter.com/",false,false,false,"GA;Nocode;Product","",""
"Product",1,"Product related","Nocode",3,"Build applications with no code & fast prototyping","Wized","12/03/2025","Rapidly write JavaScript in a low-code visual interface built for Webflow. Solve coding challenges quickly with less code.","https://cdn.prod.website-files.com/665fd2d02f31613150a72451/672505f9a9c3515e96e83da5_logo-wized-white.svg","https://www.wized.com/",false,false,false,"GA;Nocode;Product","",""
"Product",1,"Product related","Nocode",3,"Build applications with no code & fast prototyping","Wowslider","02/04/2025","Generate stunning websites with AI, no-code, free!","https://wowslider.com/favicon.ico","https://wowslider.com/website-builder/ai-website-cloner.html",false,false,false,"GA;Nocode;Product","",""
"Product",1,"Product related","Prototyping",4,"Application Prototyping tools","Base44","12/03/2025","Turn your ideas into products, in minutes. The first all-in-one AI platform to easily build fully functioning apps - without coding.","https://base44.com/favicon.ico","https://base44.com/",false,false,false,"GA;Prototyping;Product","",""
"Product",1,"Product related","Prototyping",4,"Application Prototyping tools","Bolt","12/03/2025","AI-powered code generation. Prompt, run, edit, and deploy full-stack web apps.","https://bolt.new/static/favicon.svg","https://bolt.new",false,true,false,"GA;Prototyping;Product","",""
"Product",1,"Product related","Prototyping",4,"Application Prototyping tools","Bolt.diy","12/03/2025","Welcome to bolt.diy, the official open source version of Bolt.new, which allows you to choose the LLM that you use for each prompt! Currently, you can use OpenAI, Anthropic, Ollama, OpenRouter, Gemini, LMStudio, Mistral, xAI, HuggingFace, DeepSeek, or Groq models - and it is easily extended to use any other model supported by the Vercel AI SDK! See the instructions below for running this locally and extending it to include more models.","","https://github.com/stackblitz-labs/bolt.diy",true,false,false,"OSS;GA;Prototyping;Product","",""
"Product",1,"Product related","Prototyping",4,"Application Prototyping tools","Claude Artifacts","12/03/2025","Every team can use Claude to create high-quality work products faster than ever before. From code snippets and flowcharts to SVG graphics, websites, and interactive dashboards, Artifacts help bring your ideas and projects to life.","https://www.anthropic.com/favicon.ico","https://www.anthropic.com/news/artifacts",false,false,false,"GA;Prototyping;Product","",""
"Product",1,"Product related","Prototyping",4,"Application Prototyping tools","Fine","12/03/2025","Fine is your AI full-stack engineer, handling everything from UI to deployment.","https://www.fine.dev/_next/static/media/logo.76f79362.svg","https://fine.dev",false,false,true,"Verified;GA;Prototyping;Product","","https://x.com/finedotdev;https://www.linkedin.com/company/finedotdev"
"Product",1,"Product related","Prototyping",4,"Application Prototyping tools","Github Spark","12/03/2025","Can we enable anyone to create or adapt software for themselves, using AI and a fully-managed runtime?","https://githubnext.com/assets/images/next-octocat.svg","https://githubnext.com/projects/github-spark/",false,false,false,"GA;Prototyping;Product","",""
"Product",1,"Product related","Prototyping",4,"Application Prototyping tools","Gumloop","27/04/2025","Automate any workflow with AI. No coding required.","https://www.gumloop.com/images/gumloop_logo.svg","https://www.gumloop.com/",false,false,false,"","AI code generation;workflow automation","https://x.com/gumloop_ai;https://www.linkedin.com/company/gumloop/"
"Product",1,"Product related","Prototyping",4,"Application Prototyping tools","Lovable","12/03/2025","AI-powered platform that enables users of any skill level to create full-stack web applications without requiring coding expertise by simply describing what they want in plain English. Instead of hiring developers, users can generate web apps or websites instantly.","","https://lovable.dev/",false,true,true,"Verified;GA;Prototyping;Product","AI code generation;low-code;no-code;software development;full-stack development;rapid prototyping;automation;app builder;web application;product management;developer tools;AI-assisted coding;workflow automation;prototyping;SaaS;PLG;product-led growth;community-driven development;AI-driven software;developer experience;API integration;frontend development;backend development;UX/UI design;AI-assisted development;MVP development;digital transformation;agile development;idea to app;idea to code;prompt engineering;continuous deployment;CI/CD;DevOps;scalability;cloud computing;API-first development;AI-assisted prototyping;innovation;tech startups;developer productivity;AI-powered development;software automation;creative coding;AI-assisted UX;startup acceleration;product-market fit;app automation.","https://x.com/lovable_dev"
"Product",1,"Product related","Prototyping",4,"Application Prototyping tools","Mage","12/03/2025","Generate your full-stack web app in Wasp, React, Node.js and Prisma.","https://usemage.ai/favicon.ico","https://usemage.ai/",true,false,false,"OSS;GA;Prototyping;Product","",""
"Product",1,"Product related","Prototyping",4,"Application Prototyping tools","Memex","26/03/2025","Build anything in any stack, with just natural language, on your desktop.","https://memex.tech/images/memex-logo-bl-brandmark-dk-wordmark.svg","https://memex.tech/",false,false,false,"GA;Prototyping;Product","",""
"Product",1,"Product related","Prototyping",4,"Application Prototyping tools","OpenAI Canvas","12/03/2025","Canvas is a new interface for working with ChatGPT on writing and coding projects that go beyond simple chat. Canvas opens in a separate window, allowing you and ChatGPT to collaborate on a project. ","https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/OpenAI_Logo.svg/512px-OpenAI_Logo.svg.png?20230731013808","https://openai.com/index/introducing-canvas/",false,false,false,"GA;Prototyping;Product","",""
"Product",1,"Product related","Prototyping",4,"Application Prototyping tools","Vercel v0","12/03/2025","What can I help you ship? v0.dev is a web-based AI design tool created by Vercel that generates UI components and designs from text prompts. It allows developers and designers to quickly prototype interfaces by simply describing what they want in natural language, then exports the results as React, Vue, or Svelte code that can be customized and integrated into projects.","https://vercel.com/favicon.ico","https://v0.dev/",false,true,false,"GA;Prototyping;Product","",""
"Code",2,"Code related","Autonomous Agent",10,"Agents that code autonomously","Agentfarm","14/04/2025","PARALLEL AGENTS . Better than D*vin. SWE-Bench #1 Agent on your Codebase. Formerly known as aide.","https://aide.dev/favicon.ico","https://aide.dev/",false,false,false,"GA;Autonomous Agent;Code","",""
"Code",2,"Code related","Autonomous Agent",10,"Agents that code autonomously","Agentless","12/03/2025","Agentless is an agentless approach to automatically solve software development problems. To solve each issue, Agentless follows a simple three phase process: localization, repair, and patch validation.","","https://github.com/OpenAutoCoder/Agentless",true,false,false,"OSS;GA;Autonomous Agent;Code","",""
"Code",2,"Code related","Autonomous Agent",10,"Agents that code autonomously","Auto Code Rover","12/03/2025","AutoCodeRover is a technology we are building for enterprises and developers to maintain reliable and performant software systems through autonomous program improvement.","https://www.autocoderover.net/favicon.ico","https://www.autocoderover.net/",false,false,false,"GA;Autonomous Agent;Code","",""
"Code",2,"Code related","Autonomous Agent",10,"Agents that code autonomously","Devin","12/03/2025","Devin is a collaborative AI teammate. Built to help ambitious engineering teams achieve more.","https://devin.ai/favicon.ico","https://devin.ai/",false,true,false,"GA;Autonomous Agent;Code","",""
"Code",2,"Code related","Autonomous Agent",10,"Agents that code autonomously","Engine","27/04/2025","Engine is your remote AI software engineer. Engine works without supervision to turn issues into pull requests.","https://cdn.prod.website-files.com/67444354a89d119074bf9e01/67f51c6225fcc389b631b7e3_logo-black.svg","https://www.enginelabs.ai/",false,false,false,"Autonomous Agent;Code","","https://x.com/enginelabsai"
"Code",2,"Code related","Autonomous Agent",10,"Agents that code autonomously","iGent Maestro","27/04/2025","Maestro represents a new paradigm in software engineering. An intelligent agent, harmonizing all aspects of the development process with efficiency and precision. Maestro propels you towards your goals, bridging strategy and execution autonomously, all while keeping you in control.","","https://igent.ai/",false,false,false,"Autonomous Agent;Code","","https://x.com/igent_ai;https://www.linkedin.com/company/igent/"
"Code",2,"Code related","Autonomous Agent",10,"Agents that code autonomously","Open Hands","12/03/2025","OpenHands (formerly OpenDevin), a platform for software development agents powered by AI. OpenHands agents can do anything a human developer can: modify code, run commands, browse the web, call APIs, and yes—even copy code snippets from StackOverflow.","https://www.all-hands.dev/all-hands-logo-1.svg","https://www.all-hands.dev/",false,false,false,"GA;Autonomous Agent;Code","",""
"Code",2,"Code related","Terminal",11,"Terminal based completion","Aider","12/03/2025","AI pair programming in your terminal.","https://www.aider.chat/assets/icons/favicon-32x32.png","https://www.aider.chat/",true,true,false,"OSS;GA;Terminal;Code","",""
"Code",2,"Code related","Terminal",11,"Terminal based completion","Amazon Q Developer CLI","12/03/2025","Amazon Q Developer CLI provides enhanced CLI agent capabilities within the command line that is powered by Amazon Bedrock, using the power of Claude 3.7 Sonnet step-by-step reasoning. With Amazon Q for command line, you can engage in natural language conversations, ask questions, and receive responses from Amazon Q within your terminal environment. It also adds IDE-style completions to hundreds of popular CLIs like git, npm, docker, and aws. When you start typing in the CLI, and Amazon Q suggests contextually relevant subcommands, options, and arguments.","https://d1.awsstatic.com/getting-started-guides/learning/amazon-q/icon_amazon-q.a5c38564734b6e9f611e9599eb271142389313a4.png","https://docs.aws.amazon.com/amazonq/latest/qdeveloper-ug/command-line-installing.html",true,false,false,"OSS;GA;Terminal;Code","","https://www.linkedin.com/showcase/aws-developers/posts/?feedView=all"
"Code",2,"Code related","Terminal",11,"Terminal based completion","Claude Code","24/03/2025","Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster through natural language commands. By integrating directly with your development environment, Claude Code streamlines your workflow without requiring additional servers or complex setup.  Claude Code’s key capabilities include:  Editing files and fixing bugs across your codebase Answering questions about your code’s architecture and logic Executing and fixing tests, linting, and other commands Searching through git history, resolving merge conflicts, and creating commits and PRs","https://www.anthropic.com/favicon.ico","https://docs.anthropic.com/en/docs/agents-and-tools/claude-code/overview",false,false,false,"GA;Terminal;Code","",""
"Code",2,"Code related","Terminal",11,"Terminal based completion","Codebuff","29/03/2025","Simple. Fast. Powerful. Codebuff works in your terminal.","https://www.codebuff.com/favicon/favicon.ico","https://www.codebuff.com/",false,false,false,"GA;Terminal;Code","",""
"Code",2,"Code related","Terminal",11,"Terminal based completion","Codex","17/04/2025","OpenAI Codex CLI. Lightweight coding agent that runs in your terminal. ","https://avatars.githubusercontent.com/u/14957082?size-200","https://github.com/openai/codex",false,false,false,"GA;Terminal;Code","",""
"Code",2,"Code related","Terminal",11,"Terminal based completion","Opencode","25/04/2025","OpenCode is a Go-based CLI application that brings AI assistance to your terminal. It provides a TUI (Terminal User Interface) for interacting with various AI models to help with coding tasks, debugging, and more.","https://avatars.githubusercontent.com/u/208539476?s=48&v=4","https://github.com/opencode-ai/opencode",true,false,false,"OSS;Beta;Terminal;Code","",""
"Code",2,"Code related","Terminal",11,"Terminal based completion","Warp","12/03/2025","The intelligent terminal. Become a command line power user on day one. Warp combines AI and your dev team’s knowledge in one fast, intuitive terminal.","https://media2.dev.to/dynamic/image/width=320,height=320,fit=cover,gravity=auto,format=auto/https%3A%2F%2Fdev-to-uploads.s3.amazonaws.com%2Fuploads%2Forganization%2Fprofile_image%2F5382%2Fc1b7ce03-8068-4f25-adfc-c5fcf95acae4.png","https://www.warp.dev/",false,false,false,"GA;Terminal;Code","",""
"Code",2,"Code related","Terminal",11,"Terminal based completion","Wave Term","14/04/2025","Stop Context Switching by Bringing Context Into Your Terminal Wave is an open-source terminal with superpowers, integrating file previews, file editing, AI, web browsing, and workspace organization.","https://framerusercontent.com/images/s5BucbxyDs8yx011LSbM8r3zSQ.png","https://www.waveterm.dev/",false,false,false,"GA;Terminal;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Aider Desk","02/04/2025","Supercharge your coding workflow with AiderDesk, a sleek desktop application that brings the power of aider to your fingertips with a modern GUI. Leverage AI to accelerate your coding tasks while enjoying seamless project management, cost tracking, and IDE integration. ","https://avatars.githubusercontent.com/u/2045570?s=48&v=4","https://github.com/hotovo/aider-desk",true,false,false,"OSS;GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Aix Coder","02/04/2025","aiXcoder intelligent programming robo helps you develop efficiently Enjoy programming fun.","https://www.aixcoder.com/en/favicon.ico","https://www.aixcoder.com/en/",false,false,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Amazon Q Developer IDE plugin","12/03/2025","The Amazon Q Developer IDE plugin helps developers build faster by generating code suggestions and recommendations in near real time. Amazon Q Developer agents can autonomously perform a range of tasks: implementing new features, creating documentation, adding tests, and refactoring code. Beyond generating code, Q Developer shifts left security by scanning code for hard-to-detect vulnerabilities, such as exposed credentials and log injection. With a single click, Q Developer automatically suggests remediations tailored to the application code, allowing developers to quickly accept fixes with confidence.","https://d1.awsstatic.com/getting-started-guides/learning/amazon-q/icon_amazon-q.a5c38564734b6e9f611e9599eb271142389313a4.png","https://aws.amazon.com/q/developer/",false,true,true,"Verified;GA;Editor;Code","amazon q developer","https://www.linkedin.com/showcase/aws-developers/posts/?feedView=all"
"Code",2,"Code related","Editor",5,"General Code generation tools","Ask Codi","02/04/2025","ShipBetterCode,Faster! Stop wrestling with documentation and debugging. Start building what matter","https://www.askcodi.com/favicon.ico","https://www.askcodi.com/",false,false,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Augment Code","12/03/2025","Augment Code is the AI-powered coding platform built for production-grade codebases.  Secure + Zero-trust architecture - AI only sees code you explicitly authorize + Proof-of-possession via SHA256 hashes makes unauthorized access mathematically impossible + Complete tenant isolation for Enterprise with no possibility of data leakage  Fast + Millisecond completions powered by low-latency retrieval + Optimized indexing handles massive codebases without breaking a sweat + Local processing minimizes network round-trips  Flow + Works where you work: VS Code, JetBrains, Vim, Cursor + more + Context engine understands relationships across your entire project, not just visible files + Suggestions that match your patterns and conventions, not generic StackOverflow copies  Unlike conventional assistants, Augment sees beyond the current file using codebase-wide indexing and specialized retrieval models. Try Augment Code for free to see the power of superior context and deep codebase understanding. ","https://pbs.twimg.com/profile_images/1849169714100269057/YF9iS2wt_400x400.png","https://augmentcode.com/",false,true,true,"Verified;GA;Editor;Code","AI coding assistant;AI coding;IDE extension;AI for Vim;AI for VS Code;AI for JetBrains;AI for IntelliJ;coding assistant;coding agent","https://x.com/augmentcode;https://www.linkedin.com/company/augmentinc;https://bsky.app/profile/augmentcode.com;https://www.youtube.com/@Augment-Code"
"Code",2,"Code related","Editor",5,"General Code generation tools","Cline","12/03/2025","Meet Cline, an AI assistant that can use your CLI and Editor.","https://avatars.githubusercontent.com/u/184127137?s=48&v=4","https://github.com/cline/cline",true,true,false,"OSS;GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Codeapt","17/04/2025","High accuracy code generation for TypeScript, JavaScript, and Python. Codapt works across your codebase to understand and implement your requests. Each request can explore your entire codebase and modify dozens of files without intervention.","https://codapt.ai/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Flogomark-gradient.9fd3a931.png&w=3840&q=75","https://codapt.ai/",false,false,false,"Beta;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Continue","12/03/2025","Create, share, and use custom AI code assistants with our open-source IDE extensions and hub of models, rules, prompts, docs, and other building blocks.","https://avatars.githubusercontent.com/u/127876214?s=200&v=4","https://continue.dev/",true,true,true,"Verified;OSS;GA;Editor;Code","Continue;Continue.dev;custom;hub;flexible","https://x.com/continuedev;https://www.linkedin.com/company/continuedev;https://bsky.app/profile/continue.dev"
"Code",2,"Code related","Editor",5,"General Code generation tools","Cursor","12/03/2025","The AI Code Editor. Built to make you extraordinarily productive, Cursor is the best way to code with AI.","https://www.cursor.com/favicon.ico","https://www.cursor.com/",false,true,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","Firebase Studio","04/04/2025","Firebase Studio accelerates your entire development lifecycle with AI agents. Build backends, front ends, and mobile apps, all in one place.","https://firebase.studio/favicon.ico","http://firebase.studio/",false,false,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","GPT-Pilot","17/04/2025","GPT Pilot is the core technology for the Pythagora VS Code extension that aims to provide the first real AI developer companion. Not just an autocomplete or a helper for PR messages but rather a real AI developer that can write full features, debug them, talk to you about issues, ask for review, etc.","https://avatars.githubusercontent.com/u/123263103","https://github.com/Pythagora-io/gpt-pilot",true,false,false,"OSS;GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","GitHub Copilot","12/03/2025","The AI editor for everyone. The OG IDE extension that first brought us completions.","https://github.com/favicon.ico","https://github.com/features/copilot",false,true,false,"GA;Editor;Code","",""
"Code",2,"Code related","Editor",5,"General Code generation tools","GitHub Copilot Workspace","12/03/2025","An agentic dev environment, designed for everyday tasks. ","https://github.com/favicon.ico","https://githubnext.com/projects/copilot-workspace",false,false,false,"GA;Editor;Code","",""
